review_id,title,year,user_review,user_suggestion,emotion
821,WARMODE,2015,"Early Access ReviewAhem ahem...if you've got plenty of time to WASTE(emphasis on the word ""waste"") this is the game you would be playing. Its dull with low graphics and poor sound(well its free so you cant expect much). I dont recommend you playing this game how much ever your friends tell you to.",0,anger
822,WARMODE,2018,Early Access ReviewThis game is so bad its basicly a mix of csgo and cod but takes the horrible elements and pulls out all of the good things i have not played much of this game but th time i have played it i just get reallyâ¥â¥â¥â¥â¥â¥â¥â¥off and i almost broke my mouse and the kills you get are the leat satisfying thing ever beacause when you get a himtmarker and 5 seconds later you get a big old +100 in the middle of the screen also one of the maps you littarly have to shoot you pistol and use your muzzle flash to get to the exit and all the guns suck except the AWP and the aug but the guns dont matter anyway because all the people do in this â¥â¥â¥â¥ hole of a game is knife eachother. thats all for now,0,anger
823,WARMODE,2016,"Early Access Reviewreally good combat, and just fun in general. 10/10EDIT: No one ever plays this game anymore, so don't download it at all. It's dead. It USED to be fun.EDIT2: People are starting to play again",1,neutral
824,WARMODE,2015,"Early Access ReviewRetro Fps, once we fix the hackers and cheats this could be a little gem. It takes me back to old fps style which I like. And this is free so you don't have anything to lose, just your time.",1,neutral
825,WARMODE,2017,"Early Access ReviewFirst game was mainly learning the ropes and how to control my dude after a 1 second flash of controls. No tutorial. No campaign. This game is honestly really boring. The second game I played was just people running round kifing. I can honestly say that I've never wanted to shutdown my computer, get some gas, pour it on the computer, light it on fire, pee on it and go buy a computer with windows XP so much. Then the third game, oh man i spawned and just died over and over again from a dude with a glock. At first i thought he was just really good. But after waiting in spawn with no enemy in sight, watching your entire team die from hackers was very great. I think I had more fun than Minecraft and Roblox's offspring game called 'I wanna die'. The guns are fun but the game is perfect. Totally. I just wissh there were more hackers so that I continually can't play. FIX THE GAME. It's not even bad, you just need to nerf the knife and upgrade anti-cheat software. Jeez.",0,boredom
826,WARMODE,2015,Early Access ReviewIf you dont mind getting killed and not able to get a kill because of the stupid lag of all players and possible hackers in this game then I HIGHLY DO NOT RECCOMEND THIS GAME. There is more lag in this game than all online games that have lag put together trust me when I say I dont like or play games that have lag. I do play games that have lag but nothing compared to the amount of lag in this game. Steam would do us gamers a favor by taking this trash off the steam market of games.,0,hate
827,WARMODE,2015,Early Access ReviewThe game can be alot of fun it just needs to be updated have better graphics and add some attachments  (that come free with the game you have to win or something) and only make the cometics like amsks and that kind of stuff buyable with real money this could be a really good game.,1,enthusiasm
828,WARMODE,2015,"Early Access ReviewThis game is a piece of amazing artwork, a mastermind of what people can accomplish, if you like russian â¥â¥â¥â¥tards, horrible game mechanics, the worst maps I've ever played, and shotguns with the range of a sniper. Warmode is that one russian game you've always wanted to play, but once you do, want to kill yourself. This is a crowning achievement of how not to make a game. I congraulate the devs immensely, this was an inspirational, eye opening insight on how to COMPLETELY â¥â¥â¥â¥ up a game in EVERY single way humanly possible. I would say the gun variety is cool, except every one of them is a one tap headshot, no recoil, and the same thing with a reskin. Good job.",0,anger
829,WARMODE,2015,"Early Access ReviewThis game is a piece of amazing artwork, a mastermind of what people can accomplish, if you like russian Ã¢â¢Â¥Ã¢â¢Â¥Ã¢â¢Â¥Ã¢â¢Â¥tards, horrible game mechanics, the worst maps I've ever played, and shotguns with the range of a sniper. Warmode is that one russian game you've always wanted to play, but once you do, want to kill yourself. This is a crowning achievement of how not to make a game. I congraulate the devs immensely, this was an inspirational, eye opening insight on how to COMPLETELY Ã¢â¢Â¥Ã¢â¢Â¥Ã¢â¢Â¥Ã¢â¢Â¥ up a game in EVERY single way humanly possible. I would say the gun variety is cool, except every one of them is a one tap headshot, no recoil, and the same thing with a reskin. Good job.",0,anger
830,WARMODE,2016,"Early Access ReviewThe worst FPS I ever played, and I have PLAYED A LOT! from Prject Black out to Call of Duty, CG:SO, all those twitchy squad shooters. Now this...this actually makes me want to installa notorious P2W game than play this poor game. Ok, well I give it this: It tries to be ""equal"". IF any one is familiar with Begone, a Unity based squad shooter for free, this is the same thing. you log in, load up on kill credits and pay at spawn for armor, grenades etc... so it starts most people off equal and you build up as the match stays open...I personally like that than hard load outs. But this game losses all points when :1) The maps feel baby block desing. Hard to explain but super simple mushy non thinking, turn here fire. 2) Because of this design the damage and hit detectioni is so off. It feels like you are getting hit by paintballs. But problem is, I played better paintball sims. You can walk up and unload two full clips to peoples head and I guess there is a RNG where sometimes it is a headshot, and other times you just slowly reload, and refire. It is soo bad. It just feels so fake and silly....It gives it charm though. If you are tired of one shot kills ing ames like CS:Go and doubt who is a hacker or or skilled... play this, no doubts, everything is pillow fight calculations. You can swing, hit a head, but sometimes you get em RIGHT in the eye. 3) Buggy. This is what happened: I log in, play a round, ok, earn enough to buy a grenade, found out it is cool, you buy it once, don't need to rebuy each spawn. Game ended, I quit the match, joined a new server to get new group of guys. And it says I have 1 grenade in the bottom right. I thought, oh cool. I use it, nothing happens, die. ""Oh a bug. That makes sense I don't have one, I jsut started and don't have the kill credits yet..."" I can live with that bug. So I go back out, decide to do a wall clip shot, you know, you shoot the edge of the wall as you edge out to get anyone hiding behind wall and use your own cover fire....I die....Who killed me? me.... I somehow killed myself....I can only guess this the ricochet off the wall....Like, this game is either so great! SOG EPIC that it calculates deadly ricochet into my skull, or it is so pathetically failing at being an FPS that it has no idea itself as  a game who killed me... I uninstalled on match 2, I can no longer continue. Pure cancer. Oh yeah, before I left, I hung out in match a little longer because I noticed a lot of russians with high knife score in a gun battle. I saw a guy passing walls, floating, and invisibble 1 shotting with a knife....hacked cancer, the worse there is. Seriously, you can get a BETTER experience on a web based shooter called: Begone.",0,anger
831,WARMODE,2016,"Early Access ReviewJust what the heck? Every single servers are empty! And when I connect to it, I'm back to main menu. Restarting this game doesn't even work. However; if I can play it, I hope it will be fun to play.",1,sadness
832,WARMODE,2017,Early Access Reviewvery good game but its full of hackers but i do recommend it but you will probably find a hacker in alot of games that you play but is a good and its early access so the game will probably get better and better thats what i hope i think it will,1,enthusiasm
833,WARMODE,2018,Early Access ReviewWarmode is the perfect game for people who just got diagnosed with lungcancer and are now trying to end their live as quick as possible This game is not Warmode its a Warcrime!!! if assad would drop this game instead of bombs on his own people it would cause even more damage ,0,worry
834,WARMODE,2017,"Early Access Review0.3 hrs... yes, that's the time I played this game. ItÂ´s a great game if you wanna play a multiplayer where:- You don't care about ""funny stuff"" happening everywhere. - You don't care dying the most of the game time you invest.- You arenÂ´t in love with CS:GO and you feel the need to fight for CS:GO honor.ItÂ´s fun if you are searching for a game to just pass the time.",0,hate
835,WARMODE,2015,"Early Access ReviewWARMODE is a Awesome game,I have to admit... But Look at these:PROS:1) You get to go on a rampage with a AUG2)People Whine and Rage alot3ITS ALL FREE!CONS:1)Too many hackers Like This Guy Named (V_UnkownCheatsV_ForVendetta) or something,auto headshot every time..2)Maps are lame... Same old map over and over again.3)You startof with a â¥â¥â¥â¥â¥â¥ Glock 17,Does Little Damage.4)You cant knife someone Properly5)snipers hide behind walls and can shoot through the wall6)You constantly get spawnkilled.7)sniper scope isnt even accurate! Even in a video game!8)Same guy as 1),Starts off a game with a Heavy Machine gun i think it is a RPK?9)When you run,You make a annoying Noise...10)You are better off buying Call of Duty Than Play this piece Of Sh!t. I rather pay than play this junk.Overall : -13/10",0,anger
836,WARMODE,2015,Early Access ReviewThis game is FULL OF â¥â¥â¥â¥â¥â¥â¥â¥ RUSSIAN SERVERS which means 600 ping .... Sad i hope there are Europe servers Soon because the game looks really fantastic but servers and ping is the issue atm... i'll be waiting for EUROPE SERVERS for this game :),0,anger
837,WARMODE,2018,"Early Access ReviewThis game is a clear carbon copy of CSGO. It plays almost exactly the same. The way you get weapons is exactly the same. And the game is exactly the same. The only reason why you should get this game is if you can't afford CSGO. But, I mean, how can you not afford CSGO? It's only $15. I guess if you're a brokeâ¥â¥â¥â¥â¥â¥â¥â¥â¥â¥ then you can get this game. But by all other means, get CSGO. Much better time well spent.",0,hate
838,WARMODE,2015,"Early Access Reviewi rarely played such â¥â¥â¥â¥â¥â¥ gamethis game is pure crap , kinda enjoyable but it's a copy cat of cs, even some maps awfull , don't download it , do not even look at it , it could feed with your soul",0,hate
839,WARMODE,2015,"Early Access ReviewOkay.. listen up. This game? It's a whirlwind. I played it a WHILE ago, and can tell you it was pretty fun. NOw that doesn't mean I would have recommended this game over counter-strike... even for the free price tag. But it was fun, broken and fun. After an mmmmm 5 Month Hiatus, I've come back to it.. and no surprise whatsoever, it got worse. Before I get into that, I am going to tell you what they had going for them.-Broken spawn traps.-Unbeleiveabley unbalanced guns.-small and crowded maps.-And sub-par servers-okay graphics... like ps2...NOW... they tried to fix that.-Spawn protection...-The guns have been ""balanced"" (on the edge of a cliff with everything on one side)-.... New maps...-Servers that no longer tell you your ping.. Now you're left wondering if that knife death was because you were lagging, or because the game decided that a ten foot knife was now in the game..-graphics that make my computer couch and weeze when I try to load it in 720p... early ps1The game ( when I got it) was a Mixture of CS:GO and C.O.D and it was broken beyond belief, but it was fun. you could go 80-0 with your friends and not care about anything. It may be early access but I don't think that going backwards is how you make a game. I know That I am rambing, but I guess this could be geared more towards the makers of the game. if you see this, go back a few months, figure out what you want with this game, and build from there.For those of you that feel like getting this game before CS:GO.... Don't. Get csgo first and then ty this game out. Drop a thirty bomb in casual, or TDM. then get the game.",0,fun
840,WARMODE,2017,Early Access ReviewTHis game is full of hackers!!!VoX is a major hacker in this game getting insta kills soon as you log in.It seriously lags and has not that many passionate players who rely on skill.If you love to hack then this is the game for you!2/5.,0,neutral
841,WARMODE,2016,Early Access ReviewFor a F2P game this is really fun and addicting the color scheme of maps is nice the graphics are decent and the gun models are nice not a great game but a game that you will have a lot of fun on if you're alone or have friends with you,1,fun
842,WARMODE,2015,"Early Access ReviewThis is a early access game which means it haas some bugs and glitches. One of the bugs, or glitches I tripped on was the bug which kills your self in a fight. I doo not recommend this game because it needs a lot of work like having more maps, and weapons. lowering the sprint speed because everytime i go on a server i will see a guy running all over the map trying to knife people to death i dont like it. But if you like really fast paste games this is a game for you.",0,hate
843,WARMODE,2016,"Early Access ReviewBEST GAME EVAR!?!?!?!/?1/ASD/AS/FASRFLSAFDA,SFDFLAFSAL,FMLASM,DFLA,MSA,.SD.a>sD/asDAd/?sDa?sd?ad.SAD,/A,SF/ASF,.;AS/D,/ASF.,A;RF,F;AS,FD/'AS,F/ASF,A;F,A;SF,ASJk it wasâ¥â¥â¥â¥â¥â¥",1,happiness
844,WARMODE,2016,Early Access Reviewoh my god this game is the worst i have no idea how a game like this can make its way on steam do ur self a favor and by CS GO and by the way the game runs like dogsh** the maps are so blan and boring the game is ugly and its not in a good way like when u play some old N64 game so fu** this sh** im out.,0,hate
845,WARMODE,2017,"Early Access ReviewHello, if you hear me, can you unban me?Maybe you don't understand. I am from Lithuania and 10$ for a video game, that is not very popular or amazing (no hate, your game is challenging and fun) and 10$ for a free game is alot.I am not like you, you millionaires. :/",1,sadness
846,WARMODE,2017,"Early Access ReviewThis game is amazing for a free game, I would really see the expansion of this game so like DLC extra maps But no exo or spully drops and if you are going to buy a gun please no so you have to keep paying so you can keep the gun",1,enthusiasm
847,WARMODE,2015,"Early Access ReviewFantastic potential. Really fun to play, just join a game, earn points for kills and use points to buy guns and armour in that game. Hope the gun balancing stays the same and they dont implement a pay to win policy on the guns. Fingers crossed. Could do with some bigger maps and a bit stricter policing of hackers, which often ruin multiple games in a row. That said it's free, it's fun and it's definately worth a try.",1,fun
848,WARMODE,2016,"Early Access ReviewThe game wont launch. Stuck at ""Loading 76%"" for 15 minutes......  like the lady said: ""Aint nobody got time for that!!""  google it,  if you dont understand the reference   LMAO!",0,boredom
849,WARMODE,2017,Early Access ReviewI need Help.I download the Game but in every lobby i join in im lagging as â¥â¥â¥â¥! >:(I tried to join other lobbys but im always lagging and i dont know why...Waiting for Response pls!,1,neutral
850,WARMODE,2016,"Early Access ReviewIs it a good looking game? No.Does it play well? Kind of.Is it sure hell funny and ridiculous. YES!!!Edit: For all of the salty people in the reviews complaining about the hackers, just note that this game is free and that you don't have to play it.",1,neutral
851,WARMODE,2017,"Early Access ReviewFun game. However I have only played at 6 in the morning and the hackers probably aren't on yet so I'll give it another go and see if I can get in a good game later and then I'll edit this post. I did run into a few but they didn't stay in the servers for more than 1-2 games so I was able to have fun. This game is gr8 for people like me who just wanna point and click.EDIT : I found that even with the more hackers playing at noon,  the game is still enjoyable, and + there's also more non-hackers at noon. Honestly most people just don't know how to kick, it's fairly easy to get hackers out of your game. You just hit ESC click on vote, and select the hacker's/hackers' name and click select. Boom, problem solved.",1,fun
852,WARMODE,2016,"Early Access ReviewIt's very rare that I am unable to have at the very least a single praise for a game I don't like. Wow where to begin with this hot mess of a game.....I mean this game is bad and I mean REALLY BAD! The map designs feel like someone is just painting by the numbers adding in only the most basic and mundane boring, bland landscape imaginable. Oh let's not forget when I logged in for the very first time, I received a machine gun volley of invites from every single random person imaginable. I literally got 35 invites within the first minute of logging in which was enragingly annoying. I could not find the settings menu fast enough to turn off notifications. An option such as that should be turned off by default seeing how a new player could get spammed into the ground with invites before they even put their foot in the door. My gosh never has a game had such atrocious hit detection/registry in all my years of gaming. Aiming in this game is a bad joke and attempting to aim with ironsights is just dogs***. I lined up a target in my ironsights, took precise aim at my oppenent's head and opened fire like crazy only to find out I DID NOT HIT HIM ONCE! So throughout the match I sat there trying to figure out where the hit detection/registry allowed me to damage my opponents. And of all the ridiculous solutions I've found this has got to be the worst. I found out how to make headshots in this game using ironsights. The trick is you don't aim for their head when trying to make a headshot (I know I'm just as confused and surprised as you are by that fact). You aim either at their crotch or the center of your opponent's chest to make headshots which is a**backwards and makes no sense what so ever.And then there is the blatant hacking in this game in which I gotta say wow. People who hack in this game are WAY TOO COMFORTABLE in cheating. From what I've seen these hackers walk around like ""Yeah I'm cheating....The f*** you gonna do about it?!"" In some instances they don't even try to hide the fact that they are cheating which is amazing in a depressing kind of way. Noticed a guy on my team straight destroying people on the other team with just a handgun all the way on the other side of the map. Not saying such a thing is impossible but to have such a high kill count with just a handgun shooting at extreme distances is not something a person can pull off constantly without cheating. But not to worry the other team had their own hacker(s) as well so I guess the equation balanced itself out in a kind of psychotic way. Shame on me for not noticing this sooner. I get rushed by a guy with a shotgun and realize that NOT ONCE during the entire match has he reloaded or ran out of ammo as he is rampaging around the map which is rather suspect if you ask me. This game basically took all the elements people enjoy in shooter games and combined them together but their execution in designing around these concepts was done in a very mediocre manner. The problem with the designers is that they don't have a clear understanding of why people like or even enjoy these particular elements in the gameplay. I can only tell you about my personal experience and opinion with the game so if you're feeling brave enough to play for yourself (Who knows you miles may vary)",0,anger
853,WARMODE,2015,"Early Access ReviewI really think this game is a lot of fun and that is has potential. I'm really surprised that this game has made it this far into development. Though there are bugs in the game, there are very minimal and are extremely rare to come across. When I started playing the early build of this game, I started to encounter hackers in the game, but as the game progresses in development, I started to see less and less. This shows me how much time and effort is being put into the game to make it enjoyable for everyone. I approve this game and can't wait for it to become out of its beta stage and be set to go into the actual steam store page listed not as an early access beta, but as an actual free-to-play game.",1,enthusiasm
854,WARMODE,2017,"Early Access ReviewThis game is like fast food.It's bad for you, but it's addictive... the negatives are:>UI is a bit sh*t>Ton of hackers>Soundtrack can get really annoying>Not a lot of mapsNeutral (Not bd, nor good)>Mechanics are meh.>Weapons aren't great>Leveling doesn't make that much sensePositive:>Doesn't take up much memory>Graphics are better than expected",1,happiness
855,WARMODE,2015,"Early Access ReviewThis game might need some work but it has potential, the ambiance and maps are really enjoyable, the counter strike based system looks fine at the moment and the weapon variety looks good too (of course there is never too much weapons and would be amazing to see more), the community is hard to know how is it, it seems kind of aggresive but the most part of them speak russian so it's hard to know for me, the masks thing is also good, if eventually a custom mask option comes out, maybe not now and not soon but eventually, well that would be ok.and about optimization well there you have the required specs, around 300MB and 1gb ram, not bad tho, even so i can't play in my potato but well even so i enjoyed the game.",1,happiness
856,WARMODE,2015,"Early Access ReviewGame sucks because when i started the game it went to a screen that said _Authorization and it just stayed there  10/10 would sit at a ""loading"" screen for 10 million years again",0,anger
857,WARMODE,2015,Early Access ReviewThis game has a long way to go untill it achieves it's full potential but I still like it. I predict a good future if devs dont follow the steps of other 'free' fps games with p2w aspect.,1,enthusiasm
858,WARMODE,2016,"Product received for freeEarly Access ReviewVery good game, Much like Call Of Duty but still a lot of skill involved. If this game keeps updating and getting better this could be a big game",1,happiness
859,WARMODE,2015,"Early Access Reviewwow just...... i cannot belive thisâ¥â¥â¥â¥â¥â¥.... i mean... rly? if you are too lazy to create a â¥â¥â¥â¥ing game you have to steal it from the second most popular game on steam??? â¥â¥â¥â¥ing siriously, i found about 5 different maps coppied off of cs:go, and its just a â¥â¥â¥â¥ing reskin of cs in general: buy menue, the maps, some guns. And it also coppies some of call of duty's style. WHYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY?the game feel is pure trash and yes i know its in early access but it shouldent even be on the store. use your own damn maps, and textures. dont steal someone else's",0,anger
860,WARMODE,2015,Early Access ReviewThis game is fun to an extent but some of your deaths will leave you scratching your head. I enjoy the fast pace but not the b.s. I quit playing COD for a reason.,0,anger
861,WARMODE,2016,"Early Access ReviewMy most favoured (hated) game :D It's fabulousness (ugliness) and originality (yeah, originality myâ¥â¥â¥â¥â¥ just shine through the heavens (deepests ofâ¥â¥â¥â¥â¥holes). It is fully recommended (NOT) to get this beautiful (ugly as fk) game.  It only costs 0 Dollars!(I want  my 0 dollars back). When you are banned (put out of misery), then don't worry! (or just leave this game lmao) just spend over 600 dollars to unban yourself! (don't) seems legit yes?100050352405802439683409654 million quadrillion vigintillion million trillion/ 10Would Spend 600+ dollars again",1,happiness
862,WARMODE,2018,"Early Access ReviewRussian attempt at making basic counter strike clone. It is a bit unusual since it isnt p2w, but it misses core mechanics and anticheat. Menu is basically just a server list and a shop with real cash only skins. These have weird level requirement, but its easy to reach it. Skins go from 50 cents up to 3.5 dollars for the highest level skins. Skins look kind of decent even if they are same pattern reused a lot of times. Sadly they aren't in the steam inventory which makes them pretty much worthless, unless you really want to spend money on this game. There are also some hats and banners, which require payment as well.Game offers 4 different game modes: ""Deathmatch"" (team deathmatch), Confrontation, Sabotage (search and destroy/plant the bomb) and Zombiemode (pvp). I mostly found players playing deathmatch, there is very little of them left though.Now the interesting part, especially for a free to play game is that all the guns are bought and reset during the match. There is no inventory where you manage the guns in the lobby, annoying trial guns, p2w weapons or lucky boxes; instead you enter the match and gain 2000 points (depending on game mode) which you can use to buy some guns for start. The more kills you get, more money you gain progressively during the match which you can use to buy new weapons. These points of course reset for every match, so everyone gets a fair start.Gunplay felt lacking for me, the gunsounds were extremely bad, everyone was running around with knife trying to get some easy kills, since all it takes is one knife slice to get a kill. Running is just way too fast for game to be an enjoyable shooter. Most of guns have pretty horrible spread especially when moving, so you are forced to use ironsights which mostly block off your screen making it even harder to hit a target. Or you could try standing still trying to aim with crosshair while others are running to knife you and cheaters are noscope jumpshooting you.Warmode could've been at least a bit better casual shooter if it had any kind of anticheat and if devs didnt completely abandon it. Its only feature is that it isnt p2w, but thats about it. It held me for few minutes just so i could try out all the weapons.Pros:- Not pay to win- Weapons are bought with currency earned during match (works something like counter strike)- 4 game modes- Relatively decent looking cheap skins, available for direct purchaseCons:- No anticheat, cheater infested- Abandoned by developers- Small playerbase- Bad gunplay- Bad gun sounds- Small map pool- Running speed is too fast",0,anger
863,WARMODE,2016,"Early Access ReviewI know I dont have much time played but come on what else is there to do then shoot people. with that said I honestly had fun playing this game. It is very broken in alot of aspects but its early access which HOPEFULLY means its being worked on, right?. I get so used to hearing ""early access"" that it pisses me off. Early access IS for games that are being actively developed and for some players to get a tase of the action before the full game releases and at the same time the players help the devs by finding glitches, bugs, exploits etc. for the devs to correct. Early access IS NOT an excuse for a broken game..... It IS NOT for a bunch of idiots who dont know what they are doing to release a broken piece ofâ¥â¥â¥â¥â¥â¥for people to download and play for 20 mins before getting bored or pisssed which ever comes first... Spawn killing, knifing(broken), unbalanced weapons, modders, framedrops etc. pick your poision, these are a handfull of the many issues this game has. I doubt this game will be fixed.... like EVER. but I wouldn't mind eating my words on that one. until anything big changes my review will stay unchanged.",0,anger
864,WARMODE,2016,"Early Access ReviewWhat a great game, but I feel as if it is incomplete. Us fans were told about hurricane gameplay and several modes. All we get in the end is a 6-map, linear shooter with a limited user interface. It seems as if mid-development, the creators of the game said, ""Nah, it's good enough."" and left. Which sucks because it a really fun and addicting game. I would say it's a 6/10 rating, but only if you can get past the limited graphics, and limited user interface. Great game, but can be improved.",1,neutral
865,WARMODE,2015,"Early Access ReviewGame is unplayable with multiple monitors. Fullscreen mode or not, the mouse goes outside the window when you try to turn around and as a result when you try to shoot you click out of the game.Have the developers never used a second monitor before? Wow.",0,anger
866,WARMODE,2015,Early Access ReviewPros         easy to pick up and play         not very heavy on the hardware needs        free always a +        large maps        loads of weapon choices        a fair few serverscons well this will be short        too easy to campCSGO has a rival at last.as long as it's kept up to date and they fix the camping spawn problem add some more maps time to time with new game modes this ill take off. ,1,happiness
867,WARMODE,2017,"Early Access Reviewi kinda dont reccomend it because first there is a lot of hackers, second, they dont have an anti cheat to keep those hackers away and third. its just not really a fun game",0,anger
868,WARMODE,2016,"Early Access ReviewThis game is a mix of CoD and CS:GO. The game isn't that bad and it doesn't take much time to get the hang of it because you don't need any skills to play. Some things need to be improved and fixed like the 'Authorization' screen, the spawn camping, add anti cheat system because it's full of hackers and also dying randomly and saying that I was killed by my self. When those little bugs are fixed I will give the game a positive review.12/10 would get killed by my self again",0,boredom
869,WARMODE,2015,"Early Access ReviewWhy bother writing a review for this game? Everyone is on the same boat; this game is terrible.-Takes 30 bullets from an assault rifle to kill an enemy-Laggy af-Mediocre textures-CoD/CS:GO knockoff-Maps are way too small-Another game where the first three letters of the title are WAR-Starting pistol is way too powerfulBut hey, I got to use the uninstall feature for the first time.",0,anger
870,WARMODE,2017,Early Access ReviewPro'sFree Cs:goNot That Bad Graphics Good On Potatoes(my laptop)Con's Alot Of HackersHitboxes Are Glitched I Shoot At A Guys Head No Damage shoot At the Chest HeadshotSome Weapons Are Too OpOtherthere should be a gamemode where the guns are free just saying ,1,neutral
871,WARMODE,2017,Early Access ReviewHave you ever played another fps shooter? If you have you will most likely be at the top of the score board unless they have a blackmodeplayer then he is cheating.,1,happiness
872,WARMODE,2018,"Early Access ReviewWarmode.If you like fps games then DO NOT DOWNLOAD THIS. It takes like 10 or 15 shots to kill some-one, The graphics are really really bad.Pros.1. N/ACons.1. The whole game is a con.This game is a waste of time and disk space.......I am just trying to save you both.First of all it takes about 20 shots to kill a player.Then then guns all just suck!!!!!!",0,anger
873,WARMODE,2016,Early Access Reviewits one of the better Free To Play games because the servers doesnt lag at all and but the bad thing is that there is not so many players. 8/10 Cant wait for the full realease if they will realease it! :(),1,enthusiasm
874,WARMODE,2015,"Early Access Reviewmediocre game, but some real annoying thingswhen you make contact with another player, wheter it be friend or foe, you teleport ontop of his headeven with mouse accel off, it feels like its onknife if glitchy, sometimes it hits sometimes it doesn't. seems random",0,anger
875,WARMODE,2018,"Early Access ReviewFlawless design and stunning gameplay.This sexually arousing offspring of the gaming industry and a dash of cronic H.I.V, highlights the exhilerating experience of playing a CSGO rip off. Both my â¥â¥â¥â¥â¥â¥ and bladder imploded upon sight of the 1080p graphics. After getting my entire lower half removed and both of my kidneys abducted by a 10 year old cuban doctor, I have since rekindled my grind on WARMODE stopping only when going on violent coughing sprees, like a chain smoker with tuberculosis. An absolute gem.10/10",1,happiness
876,WARMODE,2016,"Early Access ReviewThis game isn't as bad as alot of people say it is.Now, don't bring the torpedos yet, let me explain:This game is full of glitches,bugs,noobs and hackers.To be honest, that's the fun part of it. The randomness of it makes it fun. There isn't really a point on playing it, since you don't get jackshiet from levels, and you have to pay for skins (way to â¥â¥â¥â¥ing stupid for me).But the game overall is worth spending like 20 minutes downloading it with â¥â¥â¥â¥â¥â¥ internet connection and  is worth it wasting like 5 hours on it.Though there are alot of better games out there to waste time, I waste my time on this one lol.",1,fun
877,WARMODE,2015,"Early Access ReviewCompletely the same as CS:GO but more fun, and also free. Great game to waist time in anticipation for something. Runs well. Find yourself spending hours playing to unlock a beast sniper, and having the round end. Ont the best to play with friends, as teamates do nothing in this game but sit there and steal your kills. 9/10+Free+Better Then CS:GO+Runs Great+A Great Time-Multiplayer Can Be Repetative And Annoying-Same Thing As CS:GO",1,fun
878,WARMODE,2018,"Early Access ReviewThis game i just don't know what to say about this.  It's logic is really flawed, apparently shooting without your iron sights is less accurate than not. There is also A HUGE problem with spawn camping. And it only has like 3 game modes. There is no  variety really, just get killed and continue. OOOOOOOOOOOOOOOOOOH AAAAAAAAAAAAAAAAAAAAA I got spawn killed  this time. Yes my iron sights are Wait? What? Useless. I kept this game to long. At  least I didn't have to pay for it. Don't waste your time.",0,boredom
879,WARMODE,2016,Early Access ReviewI played a bit. This game is too horrible. After just a bunch of minutes of playing I immediately uninstalled. I don't recommend until this game gets better. It has potential but the devs aren't just trying to make it.,0,anger
880,WARMODE,2015,"Early Access ReviewIf you play using DSR or VSR in 4k it doesn't look all that bad.The game feels super call of dutyish with CS elements. If you're somewhat decent at COD 4/MW2 you're going to crush everyone in this game(check my screenshots). THE GAME IS NOT P2W, the microtransactions are all cosmetic. RIght now there isn't much content, I can see this game being somewhat fun to play for an hour. It's 300mb just go ahead and try it.",1,fun
881,WARMODE,2015,Early Access ReviewThis game is a bad rendition of counterstrike.....but its really a rather fun shooter...just something to waste time on really...my bet though is that it wont have a good player base within a month,1,hate
882,WARMODE,2016,Early Access ReviewThis game is not that good to be honest. I like the idea but the way they made it is just awfull but I do believe it can get better. For now I don't recommend it but if it gets better I'll give it another go.,0,anger
883,WARMODE,2017,"Early Access ReviewI recommend this game as a filler, meaning as a break from your main game for a few mins or a hour. Guns are solid, balanced in my eyes. 1Shot sniper ofcourse makes sense since its pretty easy to kill in the game. All but the knife is crazy. KNife will get you the guns you need late game faster than the pistol by default they give you from the start.",1,happiness
884,WARMODE,2016,"Early Access ReviewThis game is good, there ARE hackers yes. But in a game like this it doesnt bug me as much as a game like CSGO or CODsome guns need work; shotguns need more damage (6 shots to chest to kill 1 person :P) as well as some of the assault rifles. Snipers are pretty balanced, without armor is 1 shot, with armor 2 shot, unless headshot then always 1 shotthe graphics are good for a F2P gameITS NOT P2W!? HOLYâ¥â¥â¥â¥â¥â¥ A F2P GAME WITH NO P2W! you CAN buy skins, but they are just skins7/10; will make 8 or 9/10 if the guns are fixed and some form of anti-cheat is added",1,happiness
885,Fractured Space,2015,"Early Access ReviewIt's a good game. But the levels are achieved so slow. Spent 3 hours, gained 1 ship... didin't even upgrade it. But don't get me wrong it's is fun to play, but it gets repetative and on some servers if you die you have to wait for some time to respown. But give it a try if you in to space, battle ship fighting etc.",1,boredom
886,Fractured Space,2016,Early Access ReviewThis game has exceeded my expectation for an early access game. The graphics looks great and the gameplay is very decent.  The only annoying part of the game for me was being made to complete a 15minutes tutorial even though the UI is quite self explanatory. I would highly recommend this game to anyone.,1,surprise
